ipa,source,sourcepage,prev,trans,id,zap
Lia Mo’oony,sanlucasquiavini,9,1810,Monica,1906,"
Lia Mony"
nih,sanlucasquiavini,9,1810,"who, that, which",1909,"
ni"
rbahnny,sanlucasquiavini,0,1909,wake up,200,"
rbany"
rcwàa’nny,sanlucasquiavini,0,1909,wake (someone) up,201,"
rcwany"
rcye’tlààa’z,sanlucasquiavini,0,1909,"be happy, get happy",202,"
rcyetlaz"
rdèèi’dy,sanlucasquiavini,0,1909,1. give (something) to (someone other than the speaker or hearer) 2. give (someone or something) away,203,"
rdeidy"
rdììe’by,sanlucasquiavini,0,1909,boil (of a liquid),204,"
rdieby"
rdu’ahx,sanlucasquiavini,0,1909,bark,205,"
rduax"
rèe,sanlucasquiavini,0,1909,"1. that, those 2. there",206,"
re"
rèe’,sanlucasquiavini,0,1909,"1. this, these 2. here",207,"
re"
rgùad,sanlucasquiavini,0,1909,1. sting (someone) 2. poke (something) at (someone),208,"
rguad"
rgyaàa’n,sanlucasquiavini,0,1909,feed (someone or something),209,"
rgyan"
Ro’ony,sanlucasquiavini,0,1909,Jeronimo,520,"
Rony"
ruhnyzhya’ab,sanlucasquiavini,0,1909,behave badly,620,"
runyzhyab"
unidaa,sanlucasquiavini,0,1909,unit,220,"
unida"
yaàa’,sanlucasquiavini,0,1909,up,120,"
ya"
btyùu’ux gui’ihzh,sanlucasquiavini,0,1909,tomatillo,2203,"
btyux guizh"
ca’rnaad,sanlucasquiavini,0,1909,pomegranate,2204,"
carnad"
gyììi’ny,sanlucasquiavini,0,1909,chili,2205,"
gyiny"
gyiwii,sanlucasquiavini,0,1909,guava tree,2200,"
gyiwi"
limoony,sanlucasquiavini,0,1909,lemon; lime,2206,"
limony"
membrii,sanlucasquiavini,0,1909,quince,2207,"
membri"
rnnàa’az,sanlucasquiavini,1,2207,grab (something),210,"
rnaz"
rnuhdìi’zh,sanlucasquiavini,1,2207,"question (someone), ask a question of (someone)",211,"
rnudizh"
rsudììe’by,sanlucasquiavini,1,2207,boil (something),212,"
rsudieby"
rtyi’ihs,sanlucasquiavini,1,2207,jump,213,"
rtyis"
rzh:ùu’nny,sanlucasquiavini,1,2207,"1. run 2. elope (especially, of a young woman) 3. flee, run away from (a place)",214,"
rzhuny"
sedee,sanlucasquiavini,1,2207,C.D.,215,"
sede"
tareea,sanlucasquiavini,1,2207,exercise,216,"
tarea"
tareea,sanlucasquiavini,1,2207,homework,217,"
tarea"
u’as,sanlucasquiavini,1,2207,"really, very",218,"
uas"
a za’a’ buahs,sanlucasquiavini,1,2207,"Well, I’ve got to go.",2191,"
A zaa buas."
a’s buahs. yzhàaja’ann,sanlucasquiavini,1,2207,Ok. See you later.,2192,"
As buas. Yzhajan."
a’s nniìa’,sanlucasquiavini,1,2207,Hey!; Hi there!,2184,"
As nia"
a’s gùalle’eh,sanlucasquiavini,1,2207,"Hey, man!",2183,"
As, guale"
cali chìu’ ?,sanlucasquiavini,1,2207,Where are you going?,2185,"
Cali chiu?"
dùub,sanlucasquiavini,1,2207,maguey,2194,"
dub"
gyìa’ bugambi’lly,sanlucasquiavini,1,2207,bougainvillea,2195,"
gyia bugambily"
gyìa’ ca’rnaad,sanlucasquiavini,1,2207,pomegranate tree,2196,"
gyia carnad"
gyibyàa,sanlucasquiavini,1,2207,prickly pear cactus,2198,"
gyibya"
gyi’lùùu’zh,sanlucasquiavini,1,2207,pepper tree,2199,"
gyiluzh"
ihzylàa’,sanlucasquiavini,1,2207,Fine.,2188,"
Izyla."
Beed,sanlucasquiavini,2,2188,Pedro,222,"
Bed"
unidaa,sanlucasquiavini,2,2188,unit,220,"
unida"
zhyàa’p,sanlucasquiavini,2,2188,girl,221,"
zhyap"
btyùu’ux gui’ihzh,sanlucasquiavini,2,2188,tomatillo,2203,"
btyux guizh"
ca’rnaad,sanlucasquiavini,2,2188,pomegranate,2204,"
carnad"
deheh,sanlucasquiavini,2,2188,"dust, powder",2271,"
de"
gyeht wèèe’z,sanlucasquiavini,2,2188,chilacayote (type of large squash),2210,"
gyet wez"
gyìa cu’ub,sanlucasquiavini,2,2188,marigold,2211,"
gyia cub"
gyìa’ da’lly,sanlucasquiavini,2,2188,dahlia,2212,"
gyia daly"
gyìa gradyoo’ll,sanlucasquiavini,2,2188,gladiola,2213,"
gyia gradyol"
gyìa’ jera’anny,sanlucasquiavini,2,2188,geranium,2214,"
gyia jerany"
gyìa’ nuub,sanlucasquiavini,2,2188,flor de nubes (type of small white flower),2215,"
gyia nub"
gyìa’ pannu’ummr,sanlucasquiavini,2,2188,(type of red flower),2216,"
gyia panumr"
gyìa’ re’ehiny,sanlucasquiavini,2,2188,poinsettia,2217,"
gyia reiny"
gyìa rro’s,sanlucasquiavini,2,2188,rose,2218,"
gyia rros"
gyìa’ rrueeg,sanlucasquiavini,2,2188,basil flower,2219,"
gyia rrue"
gyìa’ suseen,sanlucasquiavini,2,2188,azucena (type of lily),2220,"
gyia susen"
gyììi’ny,sanlucasquiavini,2,2188,chili,2205,"
gyiny"
gyiwii,sanlucasquiavini,2,2188,guava tree,2200,"
gyiwi"
limoony,sanlucasquiavini,2,2188,lemon; lime,2206,"
limony"
re’nn,sanlucasquiavini,3,2206,"this, here",2308,"
ren"
bu’uhdy ngu’ahll,sanlucasquiavini,3,2206,male turkey,323,"
budy ngual"
gweenahg,sanlucasquiavini,3,2206,Fine,423,"
Gwenag"
miìi’zh,sanlucasquiavini,3,2206,Mixe,123,"
Mizh"
rya’ahc,sanlucasquiavini,3,2206,"heal, get well, get better",523,"
ryac"
rzhìi’ih,sanlucasquiavini,3,2206,"1. spill (of a liquid) 2. get stuffed up, plugged up",3230,"
rzhi"
rzilààa’z,sanlucasquiavini,3,2206,send (someone) back to (a place),3239,"
rzilaz"
rzuh,sanlucasquiavini,3,2206,"1. stand, stand up (something) (in a location) 2. stand (in a location)",3238,"
rzu"
rzùu’b,sanlucasquiavini,3,2206,"1. place (something) (in a location), set (something) down (in a location) 2. sit, sit down (in a location) 3. get paced, is (habitually) placed (on a flat, elevated surface)",3237,"
rzub"
rzùu’b guì’ichgwu’ùa’zh,sanlucasquiavini,3,2206,1. give (someone) a shot 2. get a shot,3236,"
rzub guichgwuazh"
"rzubga’ah, rzùu’bga’ah, rzùubga’ah",sanlucasquiavini,3,2206,"1. set (something) (in a location) 2. sit, sit down (in a location)",3235,"
rzubga"
rzucàa,sanlucasquiavini,3,2206,"1. take, take away 2. take off (clothing)",3234,"
rzuca"
rzugwa’ah,sanlucasquiavini,3,2206,"1. stand (in a location) 2. stand, stand (something) up (in a location)",3233,"
rzugwa"
rzundii,sanlucasquiavini,3,2206,1. stand erect (in a location) 2. stand (something) erect (in a location),3232,"
rzundi"
rzyèe’nny,sanlucasquiavini,3,2206,feel,3231,"
rzyeny"
a’jy...caldo de pollo nàa ca’lld bu’uhdy,sanlucasquiavini,3,2206,Yes...Caldo de pollo is chicken soup.,2823,"
Ajy....Caldo de pollo na cald budy."
la’a-ëng ,sanlucasquiavini,3,2206,he,1623,"
laëng "
rdinàall,sanlucasquiavini,3,2206,chase,3423,"
rdinal"
rgye’eht,sanlucasquiavini,3,2206,play,1923,"
rgyet"
rnnìi’gya’ah,sanlucasquiavini,3,2206,guess,3323,"
rnigya"
a’s bùunny,sanlucasquiavini,4,3323,Hey there!,2465,"
As, buny"
gyibtsëh,sanlucasquiavini,4,3323,organ-pipe cactus,2436,"
gyibtsë"
x:a nu’uh bèe’llùu’ ?,sanlucasquiavini,4,3323,How is your sister? (used when talking to a female) ,2485,"
Xa nu belu?"
x:a nu’uh bzyaàa’nùu’ ?,sanlucasquiavini,4,3323,How is your brother? (used when talking to a female),2486,"
Xa nu bzyanu?"
x:a nu’uh bzyaàa’nùu’ ?,sanlucasquiavini,4,3323,How is your sister? (used when talking to a male),2487,"
Xa nu bzyanu?"
x:a nu’uh x:ta’adùu’ ?,sanlucasquiavini,4,3323,How is your father?,2481,"
Xa nu xtadu?"
x:a nu’uh zhìi’inyùu’ ?,sanlucasquiavini,4,3323,How is your child?,2483,"
Xa nu zhinyu?"
x:a nu’-ùu’ ?,sanlucasquiavini,4,3323,How are you?,2477,"
Xa nuu?"
x:tyoozëhnn làa’-ahd,sanlucasquiavini,4,3323,Thank you (used when talking to more than one person),2463,"
Xtyozën laad"
x:tyoozëhnn lìu’,sanlucasquiavini,4,3323,Thank you,2460,"
Xtyozën liu"
x:tyoozëhnn yëbu’uu’,sanlucasquiavini,4,3323,Thank you (formal),2462,"
Xtyozën yëbu"
x:tyoozëhnn yùad,sanlucasquiavini,4,3323,Thank you (form. used when talking to more than one person),2464,"
Xtyozën yuad"
yzhàaga’ann,sanlucasquiavini,4,3323,Goodbye,2468,"
Yzhagan"
yzhàaja’ann buahs,sanlucasquiavini,4,3323,"Okay, see you later",2469,"
Yzhajan buas"
za’c laizhih !,sanlucasquiavini,4,3323,Good midday!,2472,"
Zac laizhi!"
za’c rsìii’lly,sanlucasquiavini,4,3323,Good morning!,2470,"
Zac rsily!"
za’c wzhih !,sanlucasquiavini,4,3323,Good afternoon!,2473,"
Zac wzhi!"
za’carsìii’ly !,sanlucasquiavini,4,3323,Good morning!,2471,"
Zacarsily!"
za’cawxi’ihnny,sanlucasquiavini,4,3323,Good evening!,2476,"
Zacawxiny!"
za’cawzhih !,sanlucasquiavini,4,3323,Good afternoon!,2474,"
Zacawzhi!"
àaa’,sanlucasquiavini,5,2474,yes,125,"
a "
bzyààa’,sanlucasquiavini,5,2474,beans,625,"
bzya"
rzhìez,sanlucasquiavini,5,2474,laugh; smile,525,"
rzhiez"
x:a nu’yuu’ ?,sanlucasquiavini,5,2474,How are you?  (formal),425,"
Xa nuyu?"
guë’ëhcy,sanlucasquiavini,5,2474,head,1253,"
guëcy"
ryèi’zy,sanlucasquiavini,5,2474,digest,3259,"
ryeizy"
rye’enngw,sanlucasquiavini,5,2474,"gringo (Anglo, white person from the United States or possibly Europe)",3258,"
ryengw"
rye’eht,sanlucasquiavini,5,2474,"go down, descend",3257,"
ryet"
rye’eht làa’any,sanlucasquiavini,5,2474,get off (a bus),3256,"
ryet lany"
ryu’uh,sanlucasquiavini,5,2474,"enter, go to (college, for example)",3255,"
ryu"
ryu’ahll,sanlucasquiavini,5,2474,"pant (of a dog, for example)",3254,"
ryual"
ryùùu’b,sanlucasquiavini,5,2474,"hurt, ache",3253,"
ryub"
ryutìi,sanlucasquiavini,5,2474,"go (into), enter",3252,"
ryuti"
ryu’tìià làa’any,sanlucasquiavini,5,2474,"enter (somewhere), go into (a place)",3251,"
ryuti lany"
ryùu’ux,sanlucasquiavini,5,2474,get old,3250,"
ryux"
càa x:xh’ah,sanlucasquiavini,5,2474,"the sun is out, the sun is shining",2925,"
ca xcha"
,sanlucasquiavini,5,2474,"That field, it is written on the paper in the archive of Don Geronimo Crispin.",3525,"
Lonya re, cai lo gyets nui lainy archieb xten Don Geronimo Crispin.	"
rdi’cahldìi,sanlucasquiavini,5,2474,"come out, get figured out (of the truth of something)",3425,"
rdicaldi"
rnnììi’,sanlucasquiavini,5,2474,"1. say 2. tell, say to 3. ask 4. think",3325,"
rni"
rre’ch,sanlucasquiavini,5,2474,"spill, spill out (of a non-liquid)",1925,"
rrech"
bax:aa’t,sanlucasquiavini,6,1925,toad,126,"
baxat"
btyùu’ux,sanlucasquiavini,6,1925,tomato,626,"
btyux"
bzèiny,sanlucasquiavini,6,1925,deer,326,"
bzeiny"
rraady,sanlucasquiavini,6,1925,radio,526,"
rrady"
x:a nu’uh x:ta’adùu’ ?,sanlucasquiavini,6,1925,How is your father?,426,"
Xa nu xtadu?"
ruhnyrehzh,sanlucasquiavini,6,1925,help (someone) regain his soul through a traditional ceremony,3269,"
runyrezh"
ruhnysèe’s,sanlucasquiavini,6,1925,shake (something),3268,"
runyses"
ruhnytocaar,sanlucasquiavini,6,1925,be assigned to (a job),3267,"
runytocar"
ru’x:nnaàa’,sanlucasquiavini,6,1925,"get married, marry (someone)",3266,"
ruxna"
ru’yu’uh,sanlucasquiavini,6,1925,"1. doorway of a house 2. in front of the house, in the doorway of the house",3265,"
ruyu"
rxìi’ih,sanlucasquiavini,6,1925,spill (a liquid),3264,"
rxi"
ryàa’ll,sanlucasquiavini,6,1925,lose his or her oul through a serious fright (a susto),3262,"
ryal"
ryàall,sanlucasquiavini,6,1925,"shoud, deserve to, should get a turn to",3263,"
ryal"
ryalààa’z,sanlucasquiavini,6,1925,"1. forget, forget something 2. forget, forget about (something)",3261,"
ryalaz"
ryàa’an,sanlucasquiavini,6,1925,"1. stay in, stay at (a place) 2. remain",3260,"
ryan"
a’sy a byu’lààa’zyuu’-ih,sanlucasquiavini,6,1925,You’ll like them.,2826,"
Asy a byulazyui."
Bda’uh mnnààa’ gueht,sanlucasquiavini,6,1925,(1) The woman ate the tortilla; (2) The woman ate.,3526,"
Bdau mna guet."
rahs zh:àa’ng,sanlucasquiavini,6,1925,it gets mixed up again (of tejate),2926,"
ras zhang"
rdi’ìiby,sanlucasquiavini,6,1925,tie (something) onto (something),3426,"
rdiby"
rnààa’b te’ihby abentoon,sanlucasquiavini,6,1925,"hitchhike, thumb a ride",3326,"
rnab teiby abenton"
a guhc tuhxmaan bze’ennya’,sanlucasquiavini,7,3326,I arrived a week ago.,2756,"
A guc tuxman bzenya."
a’s gwu’alle’eh,sanlucasquiavini,7,3326,"Hey, man",2796,"
As, gwuale"
guhc bze’ennyùu’ nah ?,sanlucasquiavini,7,3326,When did you arrive?,2755,"
Guc bzenyu na?"
gweenahg,sanlucasquiavini,7,3326,Fine.,2745,"
Gwenag."
ihzylààa’,sanlucasquiavini,7,3326,Fine,2762,"
Izyla"
lecsyoony,sanlucasquiavini,7,3326,lesson,2766,"
lecsyony"
que’ity,sanlucasquiavini,7,3326,not,2787,"
queity"
rdu’ahx,sanlucasquiavini,7,3326,barks,2768,"
rdaux"
rguìed,sanlucasquiavini,7,3326,pierce (ears),2794,"
rguied"
rri’cah,sanlucasquiavini,7,3326,appears,2793,"
rrica"
x:a nu’uh be’tsùu’ ?,sanlucasquiavini,7,3326,How is your brother? (used when talking to a male),2799,"
Xa nu betsu?"
x:a nu’uh bzyaàa’nùu’ ?,sanlucasquiavini,7,3326,How is your brother? (used when talking to a  female),2781,"
Xa nu bzyanu?"
x:a nu’uh x:nna’anùu’ ?,sanlucasquiavini,7,3326,How is your mother?,2749,"
Xa nu xnanu?"
x:a nu’yuu’ ?,sanlucasquiavini,7,3326,How are you? (formal) ,2760,"
Xa nuyu?"
x:a zuuny làadih ?,sanlucasquiavini,7,3326,How are things over there?,2757,"
Xa zuny ladi?"
x:tyoozëhnn yu’uu’,sanlucasquiavini,7,3326,Thank you (formal),2795,"
Xtyozën yu"
yzhàaja’ann,sanlucasquiavini,7,3326,Goodbye,2797,"
Yzhajan"
"yzhàaja’ann buahs, erre’eh",sanlucasquiavini,7,3326,"Ok. See you later, friend.",2761,"
Yzhajan buas, erre."
za’c laizhih,sanlucasquiavini,7,3326,Good midday!,2778,"
Zac laizhi!"
za’c rsìii’lly !,sanlucasquiavini,7,3326,Good morning!,2777,"
Zac rsily!"
,sanlucasquiavini,8,2777,be ripe,2888,"
 a wgya	"
,sanlucasquiavini,8,2777,"already, now",2884,"
a	"
àaa – ua’s jo’oz rgwèe’za’cyuu’ Dìi’zhsah !,sanlucasquiavini,8,2777,Ah – you speak Zapotec very well!,2805,"
A – uas joz rgwezacyu Dizhsa!"
a ba’i,sanlucasquiavini,8,2777,"all right, okay",2887,"
a bai"
a bda’ áu,sanlucasquiavini,8,2777,be shut,2885,"
a bdau"
a bròo’oh,sanlucasquiavini,8,2777,be big,2891,"
a bro"
a btáad,sanlucasquiavini,8,2777,be wrinkled,2892,"
a btaad"
a byaá,sanlucasquiavini,8,2777,be clean,2894,"
a bya"
a byée’ty,sanlucasquiavini,8,2777,"be crooked, be bent",2896,"
a byety"
a byu’uhuhzhy,sanlucasquiavini,8,2777,"be old, be worn out",2898,"
a byuzhy"
àa’ fo’t cabee’ehyuu’ buahs,sanlucasquiavini,8,2777,"So you’re taking pictures, then.",2839,"
A fot cabeyu buas."
a nnahx a bzehnny!,sanlucasquiavini,8,2777,The chocolate has arrived!,2830,"
A nax a bzeny!"
"a brahnti’, a wrahnnti, a wrahnntya’",sanlucasquiavini,8,2777,"at this time, at that time",2890,"
a wranti"
"àa’, rgwèe’yuu’ Dìi’zhsah !",sanlucasquiavini,8,2777,"So, you speak Zapotec!",2803,"
A, rgweyu Dizhsa!"
a’jy...caldo de pollo nàa ca’lld bu’uhdy,sanlucasquiavini,8,2777,Yes...Caldo de pollo is chicken soup.,2823,"
Ajy....Caldo de pollo na cald budy."
a’sy a byu’lààa’zyuu’-ih,sanlucasquiavini,8,2777,You’ll like them.,2826,"
Asy a byulazyui."
bdèèi’dy bèe’cw Beed,sanlucasquiavini,8,2777,Give the dog to Pedro.,2874,"
Bdeidy becw Bed."
bdih,sanlucasquiavini,8,2777,ant,2846,"
bdi"
bistiied,sanlucasquiavini,8,2777,dress,2880,"
bistied"
bu’uhuhdy,sanlucasquiavini,8,2777,chicken,2849,"
budy"
a bgyúu’zh,sanlucasquiavini,9,2849,be rotten ,2901,"
a bgyuzh"
a bzah ,sanlucasquiavini,9,2849,"be back, be returned",2903,"
a bzah"
"a bzhììa’, a wzhììa’",sanlucasquiavini,9,2849,less,2914,"
a bzhiia, a wzhiia"
a bzhiloh,sanlucasquiavini,9,2849,"will not, will fail to",2908,"
a bzhilo"
a bzhyha’ròo’ni’,sanlucasquiavini,9,2849,be late morning ,2924,"
a bzhya roo ni"
a bzhyah’ahg,sanlucasquiavini,9,2849,be tired,2918,"
a bzhyag"
"a bzhyah, a wzhyah",sanlucasquiavini,9,2849,be full,2916,"
a bzhyah, a wzhyah"
a bzhi’ch,sanlucasquiavini,9,2849,be mad,2910,"
a bzi ch"
a bzùahz,sanlucasquiavini,9,2849,be drunk,2906,"
a bzuahz"
a cwah,sanlucasquiavini,9,2849,be overly dependent on,2927,"
a cwa"
a dehseer,sanlucasquiavini,9,2849,must,2930,"
a deser"
a gu’ahll,sanlucasquiavini,9,2849,"be mature, be adult",2932,"
a gual"
a gùall,sanlucasquiavini,9,2849,"be just about to, be ready to ",2934,"
a guall"
a guhty,sanlucasquiavini,9,2849,be dead,2931,"
a guty"
a nàa,sanlucasquiavini,9,2849,be done something enough ,2935,"
a naa"
a nàa lahs,sanlucasquiavini,9,2849,"be (one, two three..) o’clock",2936,"
a naa lahs"
a ra’ahl,sanlucasquiavini,9,2849,does something well,2940,"
a ra ahl"
a rèe,sanlucasquiavini,9,2849,be here,2943,"
a re"
a razh:ihni’,sanlucasquiavini,9,2849,it’s getting late,2945,"
a rzhinyni"
a wbihahz,sanlucasquiavini,9,2849,be empty of liquid or gas,2947,"
a wbiaz"
badiia,sanlucasquiavini,0,2947,roadrunner,302,"
badia"
baag,sanlucasquiavini,0,2947,cow,303,"
bag"
ba’gui’idy,sanlucasquiavini,0,2947,butterfly,301,"
baguidy"
bargàa’,sanlucasquiavini,0,2947,type of medium-sized grasshopper,304,"
barga"
bax:aa’t,sanlucasquiavini,0,2947,toad,305,"
baxat"
bdih,sanlucasquiavini,0,2947,ant,306,"
bdi"
bèe’cw,sanlucasquiavini,0,2947,dog,307,"
becw"
be’ich,sanlucasquiavini,0,2947,buzzard,308,"
beich"
bèèe’ll,sanlucasquiavini,0,2947,snake,309,"
bel"
,sanlucasquiavini,0,2947,question marker,3018,"
a 	"
bàany,sanlucasquiavini,0,2947,be alive,3013,"
bany"
dàa’ah,sanlucasquiavini,0,2947,petate,3014,"
da"
gyèe’ts,sanlucasquiavini,0,2947,paper,3003,"
gyets"
gyihah,sanlucasquiavini,0,2947,rock,3004,"
gyia"
gyììa’,sanlucasquiavini,0,2947,flower,3005,"
gyia"
ne’ihpy,sanlucasquiavini,0,2947,pulque; juice of the dub neipy agave,3002,"
neipy"
nguiùu’,sanlucasquiavini,0,2947,"male, man",3000,"
nguiu"
nye’eht,sanlucasquiavini,0,2947,sugar cane,3001,"
nyet"
rahc,sanlucasquiavini,0,2947,"1. be become 2. get done, get prepared 3. happen 4. have things happen to him 5. have, suffer from 6. hurt, ache 7. can, be able to, know how to",3008,"
rac"
rahcnèe,sanlucasquiavini,0,2947,help,3009,"
racne"
be’euh,sanlucasquiavini,1,3009,turtle,311,"
beu"
be’èu’,sanlucasquiavini,1,3009,coyote (animal),312,"
beu"
be’ez,sanlucasquiavini,1,3009,type of big jackrabbit,313,"
bez"
bèèe’z,sanlucasquiavini,1,3009,mountain lion,314,"
bez"
bsihah,sanlucasquiavini,1,3009,eagle,316,"
bsia"
bsu’ahz,sanlucasquiavini,1,3009,squirrel,317,"
bsuaz"
btsya’ah,sanlucasquiavini,1,3009,louse,319,"
btsya"
btye’ep,sanlucasquiavini,1,3009,wasp,318,"
btyep"
Sann Dye’gw,sanlucasquiavini,1,3009,San Diego,3199,"
San Dyegw"
Sann Lu’uc,sanlucasquiavini,1,3009,"1. San Lucas Quiaviní 2. Saint Luke, San Lucas",3198,"
San Luc"
Sánntah Moony,sanlucasquiavini,1,3009,Santa Monica,3197,"
Santa Mony"
Sá’nntoh Domye’enngw,sanlucasquiavini,1,3009,Santo Domingo,3196,"
Santo Domyengw"
sarampyoony,sanlucasquiavini,1,3009,measles,3195,"
sarampyony"
schah,sanlucasquiavini,1,3009,"another (tortilla, breadstuff)",3191,"
scha"
sclaab,sanlucasquiavini,1,3009,slave,3194,"
sclab"
scweel,sanlucasquiavini,1,3009,school,3193,"
scwel"
sceel ròo’oh,sanlucasquiavini,1,3009,"high school, college, university",3192,"
scwel ro"
segu’ann,sanlucasquiavini,1,3009,second,3190,"
seguan"
seguridaa,sanlucasquiavini,1,3009,security,3189,"
segurida"
seiz,sanlucasquiavini,1,3009,six (modern word),3188,"
seiz"
bu’uhdy gwu’uar,sanlucasquiavini,2,3188,turkey,322,"
budy gwuar"
bu’uhdy ngu’ahll,sanlucasquiavini,2,3188,male turkey,323,"
budy ngual"
bx:àady,sanlucasquiavini,2,3188,chapulin,324,"
bxady"
bzèiny,sanlucasquiavini,2,3188,deer,326,"
bzeiny"
bziguih,sanlucasquiavini,2,3188,black widow spider,327,"
bzigui"
bzihny,sanlucasquiavini,2,3188,mouse,328,"
bziny"
caba’i,sanlucasquiavini,2,3188,horse,329,"
cabai"
rraguèe’llih,sanlucasquiavini,2,3188,be the next day,3222,"
rragueli"
rratahgguèe’ll,sanlucasquiavini,2,3188,be the very next day,3223,"
rratagguel"
rráayohs é’quihs,sanlucasquiavini,2,3188,x-rays,3221,"
rrayos equis"
rrega’ll,sanlucasquiavini,2,3188,gift,3220,"
rregal"
rrèe’izh,sanlucasquiavini,2,3188,measure,3218,"
rreizh"
rree’ihzh,sanlucasquiavini,2,3188,call,3219,"
rreizh"
rrese’t,sanlucasquiavini,2,3188,prescription,3217,"
rreset"
rrespei’ty,sanlucasquiavini,2,3188,respect,3216,"
rrespeity"
rrestaura’ann,sanlucasquiavini,2,3188,restaurant,3215,"
rrestauran"
rrìàa’ re’ehiny,sanlucasquiavini,2,3188,bleed,3214,"
rria reiny"
rro’daàa’n,sanlucasquiavini,2,3188,grow a lot,3213,"
rrodan"
rro’s,sanlucasquiavini,2,3188,rice,3212,"
rros"
rrye’cw,sanlucasquiavini,2,3188,rich,3211,"
rryecw"
conne’jw ,sanlucasquiavini,3,3211,cottontail rabbit,330,"
conejw "
cu’uch,sanlucasquiavini,3,3211,pig,331,"
cuch "
da’amm,sanlucasquiavini,3,3211,owl,333,"
dam "
gùu’ann,sanlucasquiavini,3,3211,bull; ox,334,"
guan "
gùu’ann sebuu,sanlucasquiavini,3,3211,type of ox with a hump,335,"
guan sebu "
ma’anyseer ,sanlucasquiavini,3,3211,bee,336,"
manyser "
rraan,sanlucasquiavini,3,3211,frog,337,"
rran"
zh:ààa’cw,sanlucasquiavini,3,3211,cockroach,338,"
zhacw "
zhi’eb,sanlucasquiavini,3,3211,goat,339,"
zhieb "
rgwèe’eh x:tìi’zh,sanlucasquiavini,3,3211,"tell about, speak about",3399,"
rgwe xtizh"
rgwi’ih,sanlucasquiavini,3,3211,look around (in a location - used with a location phrase),3398,"
rgwi"
rgwi’ih cangahg,sanlucasquiavini,3,3211,look around,3397,"
rgwi cangag"
rgwi’ih cu’an,sanlucasquiavini,3,3211,visit,3396,"
rgwi cuan"
rgwi’ih loh,sanlucasquiavini,3,3211,"look at, watch, check out",3395,"
rgwi lo"
rgwi’zùa’ts,sanlucasquiavini,3,3211,look at (something) carefully,3394,"
rgwizuats"
rgyàa’ah,sanlucasquiavini,3,3211,dance,3393,"
rgya"
rgye’ehtnèe,sanlucasquiavini,3,3211,play with,3392,"
rgyetne"
ri’ih,sanlucasquiavini,3,3211,water jug (cántaro),3391,"
ri"
rìi’ah,sanlucasquiavini,3,3211,1. drink 2. drink (something),3388,"
ria"
rihah,sanlucasquiavini,3,3211,"go home, go back inside",3389,"
ria"
zhi’iilly,sanlucasquiavini,4,3389,sheep,340,"
zhily "
rahcnèegza’,sanlucasquiavini,4,3389,also help,3499,"
racnegza"
ra’ahcw,sanlucasquiavini,4,3389,"put on (a shirt or similar garment, a suit)",3498,"
racw"
rahcx:ùu,sanlucasquiavini,4,3389,"be sick, get sick",3497,"
racxu"
raàa’d,sanlucasquiavini,4,3389,receive (something) as a gift,3496,"
rad"
ra’ihsy,sanlucasquiavini,4,3389,sleep,3495,"
raisy"
ràa’izy,sanlucasquiavini,4,3389,hit,3494,"
raizy"
ràall,sanlucasquiavini,4,3389,"be enough, be sufficient",3493,"
ral"
ràaly,sanlucasquiavini,4,3389,get born,3492,"
raly"
ràann,sanlucasquiavini,4,3389,"1. see (a situation) 2. see to, look after, watch over, take care of",3490,"
ran"
rahnn,sanlucasquiavini,4,3389,get tired,3491,"
ran"
ràann loh,sanlucasquiavini,4,3389,see (something),3489,"
ran lo"
ràann zèèi’ny,sanlucasquiavini,4,3389,do (someone’s) cargo,3488,"
ran zeiny"
ràa’nny,sanlucasquiavini,4,3389,"sit on (something on the ground), lie with his head on (something), put his head down on (something)",3487,"
rany"
ràannza’c,sanlucasquiavini,4,3389,get along well,3486,"
ranzac"
ràannza’c loh,sanlucasquiavini,4,3389,get along well with,3485,"
ranzac lo"
ràa’p seguuar,sanlucasquiavini,4,3389,be sure,3484,"
rap seguar"
ràa’p swe’rt,sanlucasquiavini,4,3389,be lucky,3483,"
rap swert"
ràa’pahg,sanlucasquiavini,4,3389,still have,3482,"
rapag"
ràa’pdòo,sanlucasquiavini,4,3389,maintain,3481,"
rapdo"
"A’anym que’ityni’ yluhahzhni’, qu’eityni’ gahtyni’",sanlucasquiavini,5,3481,"The soul, it does not end, it will not die.",3524,"
Anym, queityni yluzhni, queityni gatyni."
bààa’,sanlucasquiavini,5,3481,tomb,3586,"
ba"
barxye’ehc,sanlucasquiavini,5,3481,mountain turkey,3587,"
barxyec"
Bda’uh mnnààa’ gueht,sanlucasquiavini,5,3481,(1) The woman ate the tortilla; (2) The woman ate.,3526,"
Bdau mna guet."
bèe’cw zùub ni’ih me’es,sanlucasquiavini,5,3481,The dog is (sitting) under the table.,3552,"
Becw zub ni mes."
Blidgui’igdy queitydyi gatyih,sanlucasquiavini,5,3481,"The mosquito, it will not die.",3540,"
Blidguidy, queitydyi gatyi."
càa,sanlucasquiavini,5,3481,"be stuck, be hanging",3545,"
ca"
càa,sanlucasquiavini,5,3481,"be stuck, be hanging",3561,"
ca"
chih,sanlucasquiavini,5,3481,when,3568,"
chi"
chi’cy,sanlucasquiavini,5,3481,then,3569,"
chicy"
cwe’eh,sanlucasquiavini,5,3481,beside,3571,"
cwe"
